,average,ndays,1 year ago,10 years ago,increase since 1800
2000-10-28,367.94,,,,
2000-10-29,368.0,7.0,366.1,352.35,90.62
2000-11-04,368.21,,,,
2000-11-05,368.2,5.0,366.72,352.74,90.5
2000-11-11,368.66,,,,
2000-11-12,368.75,7.0,366.89,353.24,90.71
2000-11-18,368.66,,,,
2000-11-19,368.64,4.0,367.22,353.52,90.26
2000-11-25,368.78,,,,
2000-11-26,368.86,6.0,367.57,353.67,90.16
2000-12-02,369.69,,,,
2000-12-03,369.84,7.0,367.93,353.92,90.84
2000-12-09,369.9,,,,
2000-12-10,369.83,7.0,368.06,354.32,90.55
2000-12-16,369.77,,,,
2000-12-17,369.81,7.0,368.43,354.44,90.28
2000-12-23,370.02,,,,
2000-12-24,370.02,7.0,368.88,354.92,90.27
2000-12-30,370.26,,,,
2000-12-31,370.34,7.0,368.87,354.7,90.45
2001-01-06,370.36,,,,
2001-01-07,370.46,7.0,369.05,354.65,90.4
2001-01-13,371.01,,,,
2001-01-14,370.84,6.0,369.74,355.22,90.63
2001-01-20,370.52,,,,
2001-01-21,370.69,7.0,370.42,354.85,90.34
2001-01-27,371.58,,,,
2001-01-28,371.53,7.0,369.54,355.44,91.06
2001-02-03,371.82,,,,
2001-02-04,371.76,6.0,369.51,355.44,91.16
2001-02-10,371.83,,,,
2001-02-11,372.14,6.0,369.93,356.14,91.41
2001-02-17,371.81,,,,
2001-02-18,371.66,7.0,369.67,356.36,90.77
2001-02-24,371.67,,,,
2001-02-25,371.9,7.0,370.15,356.16,90.85
2001-03-03,372.51,,,,
2001-03-04,372.37,5.0,370.24,357.1,91.11
2001-03-10,372.69,,,,
2001-03-11,372.67,7.0,370.71,357.85,91.19
2001-03-17,372.69,,,,
2001-03-18,372.72,7.0,371.21,357.04,91.0
2001-03-24,372.45,,,,
2001-03-25,372.58,5.0,371.07,357.61,90.61
2001-03-31,372.73,,,,
2001-04-01,372.63,7.0,371.28,358.66,90.42
2001-04-07,373.69,,,,
2001-04-08,373.79,7.0,371.91,357.87,91.35
2001-04-14,373.76,,,,
2001-04-15,373.9,7.0,372.71,359.0,91.25
2001-04-21,373.85,,,,
2001-04-22,373.79,7.0,372.07,359.33,90.99
2001-04-28,373.74,,,,
2001-04-29,373.73,5.0,371.06,359.27,90.82
2001-05-05,374.12,,,,
2001-05-06,374.12,4.0,371.96,358.94,91.15
2001-05-12,373.88,,,,
2001-05-13,373.88,4.0,371.59,359.65,90.92
2001-05-19,374.03,,,,
2001-05-20,374.09,7.0,372.3,359.54,91.19
2001-05-26,374.15,,,,
2001-05-27,374.07,7.0,371.98,358.72,91.29
2001-06-02,373.8,,,,
2001-06-03,373.65,5.0,372.06,358.42,91.04
2001-06-09,373.25,,,,
2001-06-10,373.23,5.0,371.85,358.5,90.85
2001-06-16,373.27,,,,
2001-06-17,373.3,7.0,371.99,358.18,91.18
2001-06-23,373.26,,,,
2001-06-24,373.2,7.0,371.49,357.75,91.4
2001-06-30,372.8,,,,
2001-07-01,372.66,7.0,370.49,357.31,91.24
2001-07-07,371.58,,,,
2001-07-08,371.51,4.0,370.37,356.69,90.51
2001-07-14,371.46,,,,
2001-07-15,371.48,7.0,370.15,356.01,90.94
2001-07-21,371.08,,,,
2001-07-22,371.04,5.0,369.58,355.25,91.02
2001-07-28,371.34,,,,
2001-07-29,371.06,3.0,369.15,355.55,91.57
2001-08-04,370.24,,,,
2001-08-05,370.09,7.0,368.68,354.65,91.14
2001-08-11,369.31,,,,
2001-08-12,369.36,6.0,368.37,354.09,90.96
2001-08-18,369.5,,,,
2001-08-19,369.48,7.0,367.87,353.24,91.58
2001-08-25,369.55,,,,
2001-08-26,369.45,7.0,367.63,353.1,92.01
2001-09-01,368.55,,,,
2001-09-02,368.5,7.0,367.41,353.07,91.44
2001-09-08,368.65,,,,
2001-09-09,368.72,6.0,367.33,352.41,91.95
2001-09-15,368.37,,,,
2001-09-16,368.21,7.0,366.89,352.0,91.64
2001-09-22,367.97,,,,
2001-09-23,367.97,6.0,366.87,351.96,91.49
2001-09-29,368.13,,,,
2001-09-30,368.21,7.0,366.83,351.74,91.72
2001-10-06,368.45,,,,
2001-10-07,368.46,7.0,366.78,352.2,91.87
2001-10-13,368.31,,,,
2001-10-14,368.33,7.0,367.17,352.62,91.56
2001-10-20,368.84,,,,
2001-10-21,368.87,7.0,367.51,352.81,91.86
2001-10-27,369.28,,,,
2001-10-28,369.29,7.0,367.94,353.14,91.99
2001-11-03,369.26,,,,
2001-11-04,369.29,6.0,368.21,353.84,91.67
2001-11-10,369.94,,,,
2001-11-11,370.01,3.0,368.66,353.8,92.06
2001-11-17,370.34,,,,
2001-11-18,370.39,6.0,368.66,353.95,92.12
2001-11-24,370.58,,,,
2001-11-25,370.61,7.0,368.78,354.28,92.01
2001-12-01,370.93,,,,
2001-12-02,370.96,7.0,369.69,354.72,92.06
2001-12-08,371.34,,,,
2001-12-09,371.4,6.0,369.9,354.99,92.22
2001-12-15,371.38,,,,
2001-12-16,371.44,7.0,369.77,355.3,92.0
2001-12-22,371.88,,,,
2001-12-23,371.87,6.0,370.02,355.65,92.2
2001-12-29,372.28,,,,
2001-12-30,372.38,7.0,370.26,356.5,92.53
2002-01-05,372.28,,,,
2002-01-06,372.38,7.0,370.36,356.27,92.32
2002-01-12,372.84,,,,
2002-01-13,372.91,7.0,371.01,356.6,92.67
2002-01-19,372.92,,,,
2002-01-20,372.75,7.0,370.52,356.18,92.34
2002-01-26,372.78,,,,
2002-01-27,372.99,4.0,371.58,356.32,92.41
2002-02-02,373.01,,,,
2002-02-03,373.13,7.0,371.82,357.09,92.4
2002-02-09,373.33,,,,
2002-02-10,373.18,7.0,371.83,357.24,92.3
2002-02-16,373.22,,,,
2002-02-17,373.26,7.0,371.81,357.3,92.23
2002-02-23,373.93,,,,
2002-02-24,373.91,7.0,371.67,357.18,92.72
2002-03-02,373.93,,,,
2002-03-03,374.06,6.0,372.51,356.93,92.68
2002-03-09,374.28,,,,
2002-03-10,374.31,7.0,372.69,358.06,92.72
2002-03-16,374.65,,,,
2002-03-17,374.81,5.0,372.69,358.41,93.01
2002-03-23,374.3,,,,
2002-03-24,374.45,3.0,372.45,359.0,92.42
2002-03-30,374.48,,,,
2002-03-31,374.43,7.0,372.73,358.22,92.17
2002-04-06,374.73,,,,
2002-04-07,374.7,7.0,373.69,359.26,92.22
2002-04-13,375.21,,,,
2002-04-14,375.4,6.0,373.76,359.5,92.73
2002-04-20,375.5,,,,
2002-04-21,375.59,7.0,373.85,359.58,92.76
2002-04-27,376.23,,,,
2002-04-28,376.23,7.0,373.74,359.52,93.28
2002-05-04,375.78,,,,
2002-05-05,375.76,6.0,374.12,359.83,92.76
2002-05-11,375.23,,,,
2002-05-12,375.23,6.0,373.88,358.8,92.23
2002-05-18,376.07,,,,
2002-05-19,376.1,7.0,374.03,359.57,93.15
2002-05-25,376.39,,,,
2002-05-26,376.41,7.0,374.15,360.58,93.58
2002-06-01,376.11,,,,
2002-06-02,376.07,7.0,373.8,360.51,93.41
2002-06-08,375.73,,,,
2002-06-09,375.62,7.0,373.25,359.63,93.18
2002-06-15,375.38,,,,
2002-06-16,375.4,5.0,373.27,358.98,93.23
2002-06-22,375.78,,,,
2002-06-23,375.66,7.0,373.26,358.81,93.82
2002-06-29,374.96,,,,
2002-06-30,374.99,7.0,372.8,358.81,93.52
2002-07-06,374.69,,,,
2002-07-07,374.63,7.0,371.58,357.6,93.59
2002-07-13,374.22,,,,
2002-07-14,374.09,4.0,371.46,356.9,93.52
2002-07-20,374.02,,,,
2002-07-21,373.51,5.0,371.08,356.64,93.45
2002-07-27,373.21,,,,
2002-07-28,373.49,6.0,371.34,355.46,93.97
2002-08-03,372.84,,,,
2002-08-04,372.75,6.0,370.24,355.39,93.78
2002-08-10,372.34,,,,
2002-08-11,371.98,6.0,369.31,355.66,93.56
2002-08-17,371.44,,,,
2002-08-18,371.5,7.0,369.5,355.28,93.6
2002-08-24,370.98,,,,
2002-08-25,371.11,6.0,369.55,354.31,93.68
2002-08-31,370.65,,,,
2002-09-01,370.43,5.0,368.55,352.92,93.4
2002-09-07,371.57,,,,
2002-09-08,371.81,5.0,368.65,354.27,95.09
2002-09-14,371.17,,,,
2002-09-15,371.01,6.0,368.37,352.67,94.51
2002-09-21,370.67,,,,
2002-09-22,370.67,5.0,367.97,352.61,94.28
2002-09-28,370.1,,,,
2002-09-29,370.05,7.0,368.13,353.12,93.66
2002-10-05,370.1,,,,
2002-10-06,370.08,7.0,368.45,353.23,93.6
2002-10-12,371.24,,,,
2002-10-13,371.41,7.0,368.31,353.6,94.76
2002-10-19,371.05,,,,
2002-10-20,370.87,7.0,368.84,353.36,93.99
2002-10-26,371.1,,,,
2002-10-27,371.24,7.0,369.28,353.36,94.07
2002-11-02,372.1,,,,
2002-11-03,372.14,7.0,369.26,354.27,94.66
2002-11-09,372.01,,,,
2002-11-10,372.04,7.0,369.94,354.06,94.23
2002-11-16,372.77,,,,
2002-11-17,372.91,7.0,370.34,354.4,94.77
2002-11-23,372.93,,,,
2002-11-24,372.94,6.0,370.58,354.86,94.49
2002-11-30,373.12,,,,
2002-12-01,373.23,7.0,370.93,354.96,94.46
2002-12-07,373.79,,,,
2002-12-08,373.77,7.0,371.34,355.44,94.72
2002-12-14,373.76,,,,
2002-12-15,373.75,7.0,371.38,355.56,94.42
2002-12-21,374.47,,,,
2002-12-22,374.66,7.0,371.88,356.18,95.07
2002-12-28,374.92,,,,
2002-12-29,374.88,7.0,372.28,356.47,95.06
2003-01-04,374.67,,,,
2003-01-05,374.73,7.0,372.28,357.2,94.7
2003-01-11,375.17,,,,
2003-01-12,375.21,7.0,372.84,357.18,94.97
2003-01-18,375.18,,,,
2003-01-19,375.11,6.0,372.92,356.94,94.69
2003-01-25,375.39,,,,
2003-01-26,375.48,7.0,372.78,357.42,94.9
2003-02-01,375.31,,,,
2003-02-02,375.35,7.0,373.01,357.11,94.62
2003-02-08,375.23,,,,
2003-02-09,375.3,7.0,373.33,357.31,94.42
2003-02-15,376.51,,,,
2003-02-16,376.57,7.0,373.22,357.37,95.54
2003-02-22,376.27,,,,
2003-02-23,376.2,6.0,373.93,357.88,95.03
2003-02-28,376.46,,,,
2003-03-02,376.49,7.0,373.93,358.61,95.15
2003-03-07,376.52,,,,
2003-03-09,376.55,6.0,374.28,358.74,95.03
2003-03-14,376.15,,,,
2003-03-16,376.15,5.0,374.65,358.39,94.42
2003-03-21,377.12,,,,
2003-03-23,377.18,7.0,374.3,358.3,95.24
2003-03-28,377.06,,,,
2003-03-30,377.03,7.0,374.48,359.3,94.86
2003-04-04,377.34,,,,
2003-04-06,377.32,7.0,374.73,358.77,94.91
2003-04-11,377.69,,,,
2003-04-13,377.98,4.0,375.21,359.22,95.34
2003-04-18,378.48,,,,
2003-04-20,378.54,7.0,375.5,359.79,95.71
2003-04-25,378.82,,,,
2003-04-27,378.81,7.0,376.23,359.84,95.83
2003-05-02,378.34,,,,
2003-05-04,378.25,6.0,375.78,359.58,95.17
2003-05-09,378.02,,,,
2003-05-11,378.25,7.0,375.23,360.42,95.14
2003-05-16,379.73,,,,
2003-05-18,379.62,7.0,376.07,360.71,96.55
2003-05-23,379.07,,,,
2003-05-25,378.91,7.0,376.39,360.78,95.94
2003-05-30,378.51,,,,
2003-06-01,378.59,6.0,376.11,359.96,95.81
2003-06-06,378.67,,,,
2003-06-08,378.68,4.0,375.73,359.97,96.14
2003-06-13,378.39,,,,
2003-06-15,378.3,7.0,375.38,359.71,96.07
2003-06-20,378.47,,,,
2003-06-22,378.49,6.0,375.78,359.31,96.62
2003-06-27,377.89,,,,
2003-06-29,377.75,6.0,374.96,358.55,96.29
2003-07-04,376.73,,,,
2003-07-06,376.74,7.0,374.69,357.9,95.71
2003-07-11,377.4,,,,
2003-07-13,377.41,6.0,374.22,358.02,96.86
2003-07-18,376.63,,,,
2003-07-20,376.57,7.0,374.02,356.91,96.52
2003-07-25,376.07,,,,
2003-07-27,376.08,7.0,373.21,356.56,96.56
2003-08-01,375.47,,,,
2003-08-03,375.12,6.0,372.84,356.52,96.12
2003-08-08,374.87,,,,
2003-08-10,374.9,7.0,372.34,355.89,96.43
2003-08-15,373.96,,,,
2003-08-17,374.06,6.0,371.44,355.39,96.08
2003-08-22,374.08,,,,
2003-08-24,373.61,2.0,370.98,355.0,96.09
2003-08-29,373.19,,,,
2003-08-31,373.37,3.0,370.65,354.3,96.25
2003-09-05,373.45,,,,
2003-09-07,373.3,7.0,371.57,354.23,96.5
2003-09-12,372.95,,,,
2003-09-14,373.05,6.0,371.17,354.28,96.48
2003-09-19,373.47,,,,
2003-09-21,373.51,6.0,370.67,354.03,97.08
2003-09-26,373.44,,,,
2003-09-28,373.45,7.0,370.1,354.33,97.05
2003-10-03,373.12,,,,
2003-10-05,373.09,7.0,370.1,354.15,96.64
2003-10-10,372.99,,,,
2003-10-12,372.95,7.0,371.24,354.01,96.36
2003-10-17,373.48,,,,
2003-10-19,373.6,6.0,371.05,354.54,96.79
2003-10-24,373.58,,,,
2003-10-26,373.57,6.0,371.1,354.45,96.48
2003-10-31,374.2,,,,
2003-11-02,374.13,4.0,372.1,354.77,96.74
2003-11-07,374.51,,,,
2003-11-09,374.7,7.0,372.01,355.16,96.98
2003-11-14,375.08,,,,
2003-11-16,375.06,7.0,372.77,355.81,97.01
2003-11-21,375.46,,,,
2003-11-23,375.45,7.0,372.93,356.15,97.07
2003-11-28,375.45,,,,
2003-11-30,375.49,7.0,373.12,356.3,96.79
2003-12-05,375.76,,,,
2003-12-07,375.95,7.0,373.79,356.67,96.96
2003-12-12,376.59,,,,
2003-12-14,376.51,7.0,373.76,356.98,97.23
2003-12-19,376.29,,,,
2003-12-21,376.31,4.0,374.47,357.57,96.77
2003-12-26,376.52,,,,
2003-12-28,376.53,6.0,374.92,357.6,96.74
2004-01-02,376.53,,,,
2004-01-04,376.51,7.0,374.67,358.31,96.56
2004-01-09,377.07,,,,
2004-01-11,377.13,7.0,375.17,358.31,96.97
2004-01-16,377.12,,,,
2004-01-18,377.28,7.0,375.18,358.46,96.94
2004-01-23,378.07,,,,
2004-01-25,378.13,6.0,375.39,358.41,97.61
2004-01-30,378.08,,,,
2004-02-01,378.06,7.0,375.31,358.34,97.37
2004-02-06,378.58,,,,
2004-02-08,378.61,7.0,375.23,359.09,97.77
2004-02-13,377.84,,,,
2004-02-15,377.67,7.0,376.51,358.93,96.69
2004-02-20,377.62,,,,
2004-02-22,377.79,7.0,376.27,359.54,96.65
2004-02-27,378.51,,,,
2004-02-29,378.46,7.0,376.46,358.82,97.15
2004-03-06,379.09,,,,
2004-03-07,379.14,5.0,376.52,359.78,97.64
2004-03-13,379.22,,,,
2004-03-14,379.4,6.0,376.15,360.62,97.7
2004-03-20,378.78,,,,
2004-03-21,378.67,7.0,377.12,360.91,96.74
2004-03-27,379.82,,,,
2004-03-28,379.9,7.0,377.06,360.78,97.72
2004-04-03,379.87,,,,
2004-04-04,380.2,5.0,377.34,361.23,97.78
2004-04-10,380.91,,,,
2004-04-11,380.92,7.0,377.69,361.16,98.26
2004-04-17,380.47,,,,
2004-04-18,380.56,5.0,378.48,361.24,97.69
2004-04-24,380.97,,,,
2004-04-25,380.82,7.0,378.82,362.34,97.77
2004-05-01,380.74,,,,
2004-05-02,380.9,6.0,378.34,361.94,97.73
2004-05-08,381.0,,,,
2004-05-09,380.89,7.0,378.02,361.45,97.67
2004-05-15,380.35,,,,
2004-05-16,380.43,7.0,379.73,361.93,97.24
2004-05-22,381.17,,,,
2004-05-23,381.25,5.0,379.07,361.71,98.16
2004-05-29,380.41,,,,
2004-05-30,380.11,7.0,378.51,361.33,97.21
2004-06-05,380.06,,,,
2004-06-06,380.27,6.0,378.67,361.1,97.62
2004-06-12,380.39,,,,
2004-06-13,380.34,3.0,378.39,361.06,97.99
2004-06-19,379.56,,,,
2004-06-20,379.55,5.0,378.47,360.82,97.57
2004-06-26,379.38,,,,
2004-06-27,379.32,5.0,377.89,360.08,97.75
2004-07-03,378.7,,,,
2004-07-04,378.5,4.0,376.73,360.03,97.38
2004-07-10,378.12,,,,
2004-07-11,378.07,5.0,377.4,359.73,97.43
2004-07-17,377.02,,,,
2004-07-18,376.92,7.0,376.63,359.24,96.78
2004-07-24,376.85,,,,
2004-07-25,376.59,6.0,376.07,359.05,96.96
2004-07-31,376.71,,,,
2004-08-01,376.91,4.0,375.47,358.38,97.81
2004-08-07,376.49,,,,
2004-08-08,376.41,6.0,374.87,358.06,97.84
2004-08-14,375.97,,,,
2004-08-15,375.95,4.0,373.96,357.76,97.88
2004-08-21,376.2,,,,
2004-08-22,376.26,2.0,374.08,356.68,98.67
2004-08-28,374.17,,,,
2004-08-29,374.17,1.0,373.19,356.34,96.99
2004-09-04,374.69,,,,
2004-09-05,374.62,6.0,373.45,356.69,97.79
2004-09-11,374.21,,,,
2004-09-12,374.23,4.0,372.95,355.15,97.65
2004-09-18,374.52,,,,
2004-09-19,374.57,3.0,373.47,355.76,98.17
2004-09-25,374.6,,,,
2004-09-26,374.48,3.0,373.44,355.51,98.13
2004-10-02,374.17,,,,
2004-10-03,374.16,5.0,373.12,355.84,97.78
2004-10-09,374.39,,,,
2004-10-10,374.4,7.0,372.99,356.05,97.88
2004-10-16,374.67,,,,
2004-10-17,374.74,7.0,373.48,356.38,98.02
2004-10-23,375.07,,,,
2004-10-24,375.13,7.0,373.58,356.64,98.15
2004-10-30,375.43,,,,
2004-10-31,375.48,6.0,374.2,356.85,98.2
2004-11-06,375.64,,,,
2004-11-07,375.63,7.0,374.51,357.18,98.01
2004-11-13,376.85,,,,
2004-11-14,376.98,7.0,375.08,358.3,99.03
2004-11-20,376.86,,,,
2004-11-21,376.9,7.0,375.46,357.83,98.61
2004-11-27,376.89,,,,
2004-11-28,376.99,7.0,375.45,358.29,98.39
2004-12-04,377.64,,,,
2004-12-05,377.72,7.0,375.76,358.94,98.82
2004-12-11,377.47,,,,
2004-12-12,377.4,7.0,376.59,359.48,98.23
2004-12-18,377.91,,,,
2004-12-19,377.95,7.0,376.29,358.86,98.52
2004-12-25,377.93,,,,
2004-12-26,377.99,6.0,376.52,359.45,98.32
2005-01-01,378.33,,,,
2005-01-02,378.36,7.0,376.53,359.82,98.43
2005-01-08,378.56,,,,
2005-01-09,378.61,7.0,377.07,359.98,98.46
2005-01-15,378.54,,,,
2005-01-16,378.52,7.0,377.12,360.35,98.18
2005-01-22,378.74,,,,
2005-01-23,378.8,7.0,378.07,360.11,98.3
2005-01-29,379.5,,,,
2005-01-30,379.59,6.0,378.08,360.28,98.94
2005-02-05,379.38,,,,
2005-02-06,379.4,6.0,378.58,361.05,98.63
2005-02-12,380.29,,,,
2005-02-13,380.1,5.0,377.84,361.13,99.21
2005-02-19,379.83,,,,
2005-02-20,380.05,7.0,377.62,361.14,99.04
2005-02-26,381.37,,,,
2005-02-27,381.54,5.0,378.51,362.1,100.39
2005-03-05,380.16,,,,
2005-03-06,380.24,5.0,379.09,361.71,98.92
2005-03-12,381.53,,,,
2005-03-13,381.46,7.0,379.22,361.25,99.96
2005-03-19,380.6,,,,
2005-03-20,380.4,7.0,378.78,361.88,98.67
2005-03-26,381.5,,,,
2005-03-27,381.95,6.0,379.82,363.42,99.98
2005-04-02,382.45,,,,
2005-04-03,382.49,6.0,379.87,363.7,100.25
2005-04-09,382.32,,,,
2005-04-10,382.28,5.0,380.91,363.12,99.78
2005-04-16,382.3,,,,
2005-04-17,382.35,7.0,380.47,363.13,99.6
2005-04-23,382.67,,,,
2005-04-24,382.76,6.0,380.97,363.6,99.8
2005-04-30,382.37,,,,
2005-05-01,382.13,7.0,380.74,362.96,99.02
2005-05-07,382.02,,,,
2005-05-08,382.15,7.0,381.0,364.03,98.95
2005-05-14,382.76,,,,
2005-05-15,382.82,7.0,380.35,364.49,99.61
2005-05-21,383.21,,,,
2005-05-22,383.2,7.0,381.17,363.73,100.07
2005-05-28,383.01,,,,
2005-05-29,382.98,7.0,380.41,364.02,100.01
2005-06-04,382.81,,,,
2005-06-05,382.82,7.0,380.06,363.82,100.07
2005-06-11,382.6,,,,
2005-06-12,382.6,6.0,380.39,363.08,100.14
2005-06-18,382.26,,,,
2005-06-19,382.13,7.0,379.56,363.02,100.03
2005-06-25,381.58,,,,
2005-06-26,381.56,6.0,379.38,362.56,99.85
2005-07-02,381.35,,,,
2005-07-03,381.28,6.0,378.7,362.39,100.02
2005-07-09,381.07,,,,
2005-07-10,381.05,6.0,378.12,362.19,100.26
2005-07-16,381.03,,,,
2005-07-17,380.95,7.0,377.02,361.47,100.65
2005-07-23,380.36,,,,
2005-07-24,380.34,7.0,376.85,360.94,100.57
2005-07-30,380.02,,,,
2005-07-31,380.03,6.0,376.71,360.34,100.79
2005-08-06,379.22,,,,
2005-08-07,379.1,6.0,376.49,359.8,100.39
2005-08-13,379.18,,,,
2005-08-14,379.02,7.0,375.97,358.82,100.83
2005-08-20,378.38,,,,
2005-08-21,378.18,6.0,376.2,358.95,100.47
2005-08-27,378.01,,,,
2005-08-28,378.14,4.0,374.17,358.0,100.86
2005-09-03,377.55,,,,
2005-09-04,377.55,6.0,374.69,358.44,100.62
2005-09-10,376.33,,,,
2005-09-11,376.41,7.0,374.21,358.8,99.75
2005-09-17,376.59,,,,
2005-09-18,376.53,6.0,374.52,358.79,100.04
2005-09-24,376.67,,,,
2005-09-25,376.64,7.0,374.6,357.75,100.22
2005-10-01,376.78,,,,
2005-10-02,376.83,7.0,374.17,357.93,100.39
2005-10-08,377.06,,,,
2005-10-09,377.1,4.0,374.39,357.84,100.54
2005-10-22,377.67,,,,
2005-10-23,377.7,2.0,375.07,358.44,100.71
2005-10-29,377.86,,,,
2005-10-30,378.0,3.0,375.43,359.02,100.73
2005-11-05,378.22,,,,
2005-11-06,378.14,7.0,375.64,359.3,100.55
2005-11-12,378.73,,,,
2005-11-13,379.05,5.0,376.85,359.75,101.15
2005-11-19,378.84,,,,
2005-11-20,378.68,4.0,376.86,359.98,100.46
2005-11-26,378.99,,,,
2005-11-27,379.22,7.0,376.89,360.01,100.68
2005-12-03,380.1,,,,
2005-12-04,380.12,6.0,377.64,360.43,101.29
2005-12-10,380.36,,,,
2005-12-11,380.37,7.0,377.47,360.71,101.25
2005-12-17,380.28,,,,
2005-12-18,380.44,4.0,377.91,360.8,101.04
2005-12-24,380.72,,,,
2005-12-25,380.69,6.0,377.93,361.65,101.03
2005-12-31,381.48,,,,
2006-01-01,381.46,3.0,378.33,361.98,101.58
2006-01-07,381.33,,,,
2006-01-08,381.4,7.0,378.56,362.37,101.3
2006-01-14,381.79,,,,
2006-01-15,381.75,4.0,378.54,362.06,101.45
2006-01-21,381.74,,,,
2006-01-22,381.82,7.0,378.74,362.37,101.33
2006-01-28,381.73,,,,
2006-01-29,381.82,6.0,379.5,362.52,101.19
2006-02-04,382.5,,,,
2006-02-05,382.49,5.0,379.38,363.44,101.71
2006-02-11,382.91,,,,
2006-02-12,382.8,7.0,380.29,362.91,101.9
2006-02-18,382.08,,,,
2006-02-19,382.13,7.0,379.83,363.92,101.1
2006-02-25,382.25,,,,
2006-02-26,382.33,7.0,381.37,363.9,101.17
2006-03-04,383.02,,,,
2006-03-05,383.08,6.0,380.16,364.02,101.76
2006-03-11,383.05,,,,
2006-03-12,383.06,7.0,381.53,363.97,101.55
2006-03-18,383.2,,,,
2006-03-19,383.09,6.0,380.6,364.7,101.37
2006-03-25,382.64,,,,
2006-03-26,382.62,6.0,381.5,364.49,100.65
2006-04-01,383.99,,,,
2006-04-02,384.37,4.0,382.45,364.61,102.13
2006-04-08,385.07,,,,
2006-04-09,384.96,6.0,382.32,364.56,102.46
2006-04-15,385.06,,,,
2006-04-16,385.05,7.0,382.3,364.75,102.3
2006-04-22,384.94,,,,
2006-04-23,384.94,7.0,382.67,364.85,101.97
2006-04-29,385.05,,,,
2006-04-30,385.07,6.0,382.37,365.17,101.94
2006-05-06,385.18,,,,
2006-05-07,385.21,6.0,382.02,364.85,101.99
2006-05-13,385.44,,,,
2006-05-14,385.51,5.0,382.76,365.51,102.28
2006-05-20,385.45,,,,
2006-05-21,385.14,6.0,383.21,365.39,101.99
2006-05-27,384.62,,,,
2006-05-28,384.85,5.0,383.01,365.14,101.85
2006-06-03,384.36,,,,
2006-06-04,384.37,6.0,382.81,365.27,101.6
2006-06-10,384.63,,,,
2006-06-11,384.46,7.0,382.6,365.22,101.99
2006-06-17,384.12,,,,
2006-06-18,384.12,6.0,382.26,365.27,102.0
2006-06-24,383.69,,,,
2006-06-25,383.63,7.0,381.58,364.53,101.91
2006-07-01,383.32,,,,
2006-07-02,383.3,6.0,381.35,364.49,102.01
2006-07-08,383.03,,,,
2006-07-09,383.01,5.0,381.07,363.8,102.19
2006-07-15,382.03,,,,
2006-07-16,381.99,4.0,381.03,363.64,101.64
2006-07-22,382.25,,,,
2006-07-23,382.3,6.0,380.36,363.25,102.47
2006-07-29,381.81,,,,
2006-07-30,381.7,7.0,380.02,362.1,102.38
2006-08-05,380.8,,,,
2006-08-06,380.78,5.0,379.22,362.19,101.98
2006-08-12,380.72,,,,
2006-08-13,380.59,6.0,379.18,361.77,102.3
2006-08-19,380.05,,,,
2006-08-20,379.98,6.0,378.38,361.13,102.17
2006-08-26,379.96,,,,
2006-08-27,379.74,6.0,378.01,360.99,102.38
2006-09-02,378.79,,,,
2006-09-03,378.81,5.0,377.55,360.09,101.81
2006-09-09,379.28,,,,
2006-09-10,379.36,5.0,376.33,360.23,102.66
2006-09-16,378.9,,,,
2006-09-17,378.86,7.0,376.59,358.88,102.35
2006-09-23,378.94,,,,
2006-09-24,379.06,7.0,376.67,359.33,102.65
2006-09-30,379.17,,,,
2006-10-01,379.11,5.0,376.78,359.39,102.7
2006-10-07,379.0,,,,
2006-10-08,379.09,7.0,377.06,359.61,102.58
2006-10-14,379.24,,,,
2006-10-15,379.12,4.0,-999.99,359.95,102.44
2006-10-21,379.54,,,,
2006-10-22,379.67,4.0,377.67,359.72,102.75
2006-10-28,379.86,,,,
2006-10-29,379.84,7.0,377.86,360.14,102.63
2006-11-04,379.94,,,,
2006-11-05,379.96,7.0,378.22,360.5,102.44
2006-11-11,380.16,,,,
2006-11-12,380.19,7.0,378.73,361.04,102.35
2006-11-18,380.4,,,,
2006-11-19,380.57,7.0,378.84,361.58,102.41
2006-11-25,381.39,,,,
2006-11-26,381.44,6.0,378.99,361.39,102.96
2006-12-02,381.6,,,,
2006-12-03,381.67,7.0,380.1,362.1,102.9
2006-12-09,381.79,,,,
2006-12-10,381.9,7.0,380.36,362.26,102.84
2006-12-16,382.52,,,,
2006-12-17,382.39,5.0,380.28,362.65,103.05
2006-12-23,382.19,,,,
2006-12-24,382.18,5.0,380.72,362.51,102.58
2006-12-30,382.28,,,,
2006-12-31,382.29,7.0,381.48,362.95,102.52
2007-01-06,382.84,,,,
2007-01-07,383.14,3.0,381.33,363.13,103.12
2007-01-13,382.59,,,,
2007-01-14,382.65,5.0,381.79,363.2,102.41
2007-01-20,383.52,,,,
2007-01-21,383.77,6.0,381.74,363.62,103.3
2007-01-27,383.96,,,,
2007-01-28,383.88,7.0,381.73,363.39,103.23
2007-02-03,383.45,,,,
2007-02-04,383.48,7.0,382.5,363.81,102.66
2007-02-10,384.96,,,,
2007-02-11,385.03,4.0,382.91,364.38,104.06
2007-02-17,385.31,,,,
2007-02-18,384.93,3.0,382.08,363.82,103.83
2007-02-24,384.19,,,,
2007-02-25,384.22,7.0,382.25,364.91,102.99
2007-03-02,383.68,,,,
2007-03-04,383.62,7.0,383.02,363.99,102.24
2007-03-09,384.43,,,,
2007-03-11,384.55,6.0,383.05,364.34,103.0
2007-03-16,385.11,,,,
